"Address","Occurrences","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Indexability","Indexability Status"
"https://www.visitsaltlake.com/blog/stories/post/salt-lakes-best-public-parks/","1","Salt Lake City has some incredible parks. Combine the scenic setting with beautiful summer sunsets, and you get an idea of why so many people are moving to Salt Lake. Equal parts urban and mountain-set, our range of public parks has something for everyone. Pack a picnic and some sunscreen, and get planning your next weekend afternoon park adventure because we’re giving you the goods on Salt Lake’s top ten public parks.","422","2650","Indexable",""
"https://www.visitsaltlake.com/listing/this-is-the-place-heritage-park/54421/","1","Learn more about This Is The Place Heritage Park, a local Historic Sites Attractions in University/Foothill, Salt Lake. See hours, reviews, photos, location & more.","164","979","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/kid-friendly-restaurants-in-salt-lake-that-parents-and-kids-will-both-love/","1","Discover the best kid-friendly restaurants in Salt Lake City. Fun spots with great menus, outdoor seating, & stress-free vibes that both kids and parents will love.","164","980","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/clark-planetarium-memories-movies-and-more/","1","Clark Planetarium leaves people in awe of the wonders of space, including the mysteries of our own planet! Explore some of these mysteries through the interactive exhibits, science demonstrations, and educational movies. Shows cost less than ten dollars and members watch for free. Visit","287","1778","Indexable",""
"https://www.visitsaltlake.com/listing/liberty-park/55159/","1","Learn more about Liberty Park, a local Parks Outdoors & Recreation in Central City, Salt Lake. See hours, reviews, photos, location & more.","139","848","Indexable",""
"https://www.visitsaltlake.com/listing/keys-on-main/58936/","1","Learn more about Keys on Main, a local Bar & Lounge Nightlife & Entertainment in Downtown, Salt Lake. See hours, reviews, photos, location & more.","146","915","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/winter-at-the-gallivan-illuminating-your-salt-lake-seasonal-experience/","1","The awe-inspiring annual winter transformation of the Gallivan Center, an event venue and amphitheater in downtown Salt Lake, is always a pleasant surprise. As the seasons change, the space shifts into a light-gilded plaza, often hosting art installations, festivals, concerts, a public ice rink, and wintertime celebrations, including an elaborately decorated Christmas tree that towers over 54 feet and features more than 200,000 stringed lights.","448","2719","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/the-finest-farmers-markets-around-salt-lake/","1","First of all, let’s get this out there upfront: don’t even think about spending a summer in the Salt Lake valley without hitting up a farmers' market to bite into a freshly picked peach and score a robust heirloom tomato to take home for dinner.","245","1464","Indexable",""
"https://www.visitsaltlake.com/listing/the-red-door/54897/","1","Learn more about The Red Door, a local Bar & Lounge Nightlife & Entertainment in Downtown, Salt Lake. See hours, reviews, photos, location & more.","146","915","Indexable",""
"https://www.visitsaltlake.com/listing/silver-bean-coffee-roasting/62514/","1","Learn more about Silver Bean Coffee Roasting, a local Bakery/Café/Deli Restaurants in West Valley, Salt Lake. See hours, reviews, photos, location & more.","154","949","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/salt-lake-acting-company-to-emerge-from-the-pandemic-a-more-accessible-theatre/","1","In April 2021, Salt Lake Acting Company, Utah&#x2019;s leading destination for brave, contemporary theatre, announced an ambitious new project called &#x201C;The Amberlee Fund: Accessibility Elevated.&#x201D; The $1 million capital campaign is named after SLAC&#x2019;s late patron, Amberlee Hatton-Ward. Amberlee, who used a","325","1861","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/art-access-inclusion-not-compliance/","1","The Americans With Disabilities Act was only passed in 1990, but Salt Lake–based nonprofit Art Access has been fighting for accessibility within art since 1984—and they’re not stopping anytime soon.","198","1229","Indexable",""
"https://www.visitsaltlake.com/listing/wasatch-adaptive-sports/68271/","1","Learn more about Wasatch Adaptive Sports, a local Adventure Sports Outdoors & Recreation in Little Cottonwood, Salt Lake. See hours, reviews, photos, location & more.","166","1042","Indexable",""
"https://www.visitsaltlake.com/listing/stone-haus-pizzeria-%26-creamery/63736/","1","Learn more about Stone Haus Pizzeria & Creamery, a local Italian Restaurants in Big Cottonwood, Salt Lake. See hours, reviews, photos, location & more.","151","940","Indexable",""
"https://www.visitsaltlake.com/listing/st-bernards/63745/","1","Learn more about St. Bernard's, a local American & Burgers Restaurants in Big Cottonwood, Salt Lake. See hours, reviews, photos, location & more.","145","904","Indexable",""
"https://www.visitsaltlake.com/listing/molly-greens/62627/","1","Learn more about Molly Greens, a local Other Restaurants in Big Cottonwood, Salt Lake. See hours, reviews, photos, location & more.","131","817","Indexable",""
"https://www.visitsaltlake.com/listing/the-thirsty-squirrel/54682/","1","Learn more about The Thirsty Squirrel, a local Bar & Lounge Nightlife & Entertainment in Big Cottonwood, Salt Lake. See hours, reviews, photos, location & more.","160","984","Indexable",""
"https://www.visitsaltlake.com/listing/willow-heights-trail/70886/","1","Learn more about Willow Heights Trail, a local Snowshoeing Outdoors & Recreation in Big Cottonwood, Salt Lake. See hours, reviews, photos, location & more.","155","971","Indexable",""
"https://www.visitsaltlake.com/listing/the-kura-door-holistic-japanese-spa/54961/","1","Learn more about The Kura Door Holistic Japanese Spa, a local Spas Wellness in Avenues/Capitol Hill, Salt Lake. See hours, reviews, photos, location & more.","156","963","Indexable",""
"https://www.visitsaltlake.com/listing/avenues-bistro/67967/","1","Learn more about Avenues Bistro, a local American & Burgers Restaurants in Avenues/Capitol Hill, Salt Lake. See hours, reviews, photos, location & more.","152","942","Indexable",""
"https://www.visitsaltlake.com/listing/bonneville-shoreline-mountain-biking%3A-hilltop-road-to-terrace-hill-junction/65950/","1","Learn more about Bonneville Shoreline Mountain Biking: Hilltop Road to Terrace Hill Junction, a local Biking Outdoors & Recreation in Avenues/Capitol Hill, Salt Lake. See hours, reviews, photos, location & more.","211","1283","Indexable",""
"https://www.visitsaltlake.com/listing/clark-planetarium/54346/","1","Learn more about Clark Planetarium, a local Museums Arts & Museums in Downtown, Salt Lake. See hours, reviews, photos, location & more.","135","866","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/where-to-experience-live-music-in-salt-lake/","1","Discover the best live music venues in Salt Lake City! From jazz bars to indie stages, explore where to enjoy concerts in Utah's vibrant capital","144","858","Indexable",""
"https://www.visitsaltlake.com/listing/myung-ga/61396/","1","Learn more about Myung Ga, a local Korean Restaurants in West Valley, Salt Lake. See hours, reviews, photos, location & more.","125","781","Indexable",""
"https://www.visitsaltlake.com/listing/coppercreek-pub-%26-grub/61502/","1","Learn more about Coppercreek Pub & Grub, a local American & Burgers Restaurants in West Valley, Salt Lake. See hours, reviews, photos, location & more.","151","947","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/your-ultimate-guide-to-experiencing-the-delta-center/","1","Feel the energy at the Delta Center, home to the NBA Utah Jazz and the NHL Utah Hockey Club! With an intimate bowl design, every seat is close to the action—whether it’s a roaring crowd or a rock concert shaking the rafters. Located in the heart of downtown Salt Lake, just minutes from your hotel, this iconic arena delivers an unforgettable experience. Get the inside scoop on events, seating tips, and more!","410","2508","Indexable",""
"https://www.visitsaltlake.com/listing/maverik-center/54669/","1","Learn more about Maverik Center, a local Meeting & Special Event Venues Business & Convention Services in West Valley, Salt Lake. See hours, reviews, photos, location & more.","174","1080","Indexable",""
"https://www.visitsaltlake.com/listing/valley-fair-mall/54564/","1","Learn more about Valley Fair Mall, a local Malls Shopping in West Valley, Salt Lake. See hours, reviews, photos, location & more.","129","780","Indexable",""
"https://www.visitsaltlake.com/listing/hammond-toys-%26-hobbies/63808/","1","Learn more about Hammond Toys & Hobbies, a local Gifts, Clothing & Retail Shopping in Sandy, Salt Lake. See hours, reviews, photos, location & more.","148","925","Indexable",""
"https://www.visitsaltlake.com/travel-trade/group-transportation/","0","","0","0","Non-Indexable","noindex"
"https://www.visitsaltlake.com/blog/stories/post/three-multicultural-restaurants-to-explore-in-salt-lake-city/","1","Salt Lake City is home to a wide variety of delicious multicultural restaurants. Enjoy Santo Tacos, Pho Tay Ho, and the Mahider Ethiopian Restaurant and Market.","160","989","Indexable",""
"https://www.visitsaltlake.com/blog/stories/author/brooke-hannel/65b13c26d8207e671f8e2c43/","0","","0","0","Indexable",""
"https://www.visitsaltlake.com/blog/stories/author/sean-buckley/5ffe029a3d6c06170c372788/","0","","0","0","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/lgbtq-things-to-do-in-salt-lake/","1","Discover LGBTQ and queer-adjacent activities and attractions during COVID-19. Support local queer restaurants, enjoy art and music, or attend the Pride Rally.","158","976","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/thanksgiving-in-salt-lake/","1","Thanksgiving is a favorite holiday for many - who doesn’t love ridiculous amounts of good food while surrounded by people you love? However, not everyone loves the work and cooking and cleaning that go into a feast-based celebration. Fear not! We’re here to tell you some of the best places in Salt Lake to bring you all of the tasty joy of a Thanksgiving day feast with none of the personal kitchen time. Book ahead, if you can, because reservations tend to fill up quickly. For those of you who are","500","3041","Indexable",""
"https://www.visitsaltlake.com/blog/stories/author/cailey-rohovit/647a5ae6b4d4e7568e537007/","0","","0","0","Indexable",""
"https://www.visitsaltlake.com/blog/stories/author/addison-austin-lou/66020622c2e8496844dd4972/","0","","0","0","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/chefs-of-the-salt-lake-culinary-scene/","1","Discover the culinary magic of Salt Lake City with this in-depth look at some of the incredible chefs shaping the city's food scene. From award-winning veterans to rising stars, explore the diverse flavors and innovative dishes that define Salt Lake's vibrant culinary landscape. Whether you're a foodie or simply looking for a delicious meal, this article is your guide to a few of the best dining experiences the city has to offer.","433","2571","Indexable",""
"https://www.visitsaltlake.com/blog/stories/post/eat-drink-slc-get-a-taste-of-salt-lakes-best-food-and-drink/","1","Celebrate Salt Lake’s incredible culinary scene at the annual extravaganza Eat Drink SLC 2023, this year on September 13th and 14th. The enchanting grounds of Tracy Aviary come alive in the evening with fantastic food, drink, and live music and dance performance at this epicurean celebration - with a mouth-watering mix of local food and drink partners","353","2180","Indexable",""
